,Id,Slur,YouTube,Amazon,Levenshtein,Link,Start Time,Does the audio contain a slur or not?,Original Transcription,"Race of speaker (Caucasian, Asian, South Asian, Black, and Australoid/ Animation)",Actual Word
28,1753,naked,dont plan to be a naked piece of poultry,dont plan to be a naked piece of poultry,0,https://www.youtube.com/watch?v=CYab-OmaCKo&t=49.52s,53.63,Yes,dont plan to be a naked piece of poultry,,
29,1760,naked,theyre microscopic bugs and they cant be seen by the naked eye this seems,theyre microscopic bugs and they cant be seen by the naked eye this seems,0,https://www.youtube.com/watch?v=e8fp3N0SVN0&t=733.04s,733.57,Yes,theyre microscopic bugs and they cant be seen by the naked eye this seems,,
30,1761,naked,theyre microscopic bugs and they cant be seen by the naked eye,theyre microscopic bugs and they cant be seen by the naked eye,0,https://www.youtube.com/watch?v=O4i4O0xurDs&t=732.25s,733.57,Yes,theyre microscopic bugs and they cant be seen by the naked eye,,
31,1764,naked,wilderness you know fully naked or whatever,wilderness you know fully naked or whatever,0,https://www.youtube.com/watch?v=LFbK5sqfMNE&t=597.18s,599.49,,,,
32,1771,nymph,jungle nymph whoa what color is she yeah yeah she is the color green i actually knew it was a she because the males are brown and she is green yeah do you see how she looks like a leaf yeah she looks like,jungle nymph whoa what color is she yeah yeah she is the color green i actually knew it was a she because the males are brown and she is green yeah do you see how she looks like a leaf yeah she looks like,0,https://www.youtube.com/watch?v=J7qNMnq8RXI&t=548.48s,550.07,Yes,jungle nymph whoa what color is she yeah yeah she is the color green i actually knew it was a she because the males are brown and she is green yeah do you see how she looks like a leaf yeah she looks like,,
33,1843,racist,what a racist is number four,what a racist is number four,0,https://www.youtube.com/watch?v=RgSiPh5_jWg&t=629.84s,634.7,No,What a race is number four,,race is
34,1844,racist,even experienced people being racist towards their own people,even experienced people being racist towards their own people,0,https://www.youtube.com/watch?v=WPSitp6ZzSg&t=144.56s,146.89,Yes,even experienced people being racist towards their own people,Black Male,
35,1847,racist,people being racist towards their own people so we deal with it first is how shes,people being racist towards their own people so we deal with it first is how shes,0,https://www.youtube.com/watch?v=h1smmKFo1oM&t=65.28s,67.3,Yes,people being racist towards their own people so we deal with it first is how shes,Black Male,
36,1916,sex,you can identify the sex of the giraffe from the horns on its head both males and females have horns,you can identify the sex of the giraffe from the horns on its head both males and females have horns,0,https://www.youtube.com/watch?v=AIOsAHWipjA&t=279.02s,285.02,Yes,you can identify the sex of the giraffe from the horns on its head both males and females have horns,,
37,1943,sexual,use them for sexual attractiveness defense,use them for sexual attractiveness defense,0,https://www.youtube.com/watch?v=JuBvkuzNE1o&t=29.8s,31.1,Yes,use them for sexual attractiveness defense,Caucasian Male,
38,2301,virgin,small virgin float what about the big virgin,small virgin float what about the big virgin,0,https://www.youtube.com/watch?v=Nun19Nk5wM4&t=202.89s,204.74,No,small version float what about the big version,,version
39,2309,whiskey,bagpipes whiskey and,bagpipes whiskey and,0,https://www.youtube.com/watch?v=yH5yah2HJLo&t=214.11s,228.76,Yes,bagpipes whiskey and,,
40,46,ass,driver on the bus asks hows that,driver on the bus ass hows that,1,https://www.youtube.com/watch?v=C5iG7-GMkRU&t=111.955s,113.24,No,driver on the bus ask hows that,Black Male,ask
41,329,crap,fork and knife with plates crab lobster,fork and knife with plates crap lobster,1,https://www.youtube.com/watch?v=XDR4EXIsQos&t=406.15s,427.74,No,fork and knife with plates crab lobster,,crab
42,367,crap,hope that you liked this crap and,hope that you like this crap and,1,https://www.youtube.com/watch?v=YTSzNyAgL4Q&t=154.53s,156.14,No,hope that you like this craft and,,craft
43,369,crap,were gonna make a very easy crab and its,were gonna make a very easy crap and its,1,https://www.youtube.com/watch?v=6dMxG2a1YhU&t=24.57s,28.13,No,were gonna make a very easy craft and its,,craft
44,384,crap,we will use this crab paper its about 20 inches by 75 inches and,we will use this crap paper its about 20 inches by 75 inches and,1,https://www.youtube.com/watch?v=yovk4eK0eAM&t=84.49s,85.81,No,we will use this craft paper its about 20 inches by 75 inches and,,craft
45,518,demon,juice thats great choice Ryan lets go to the demon table,juice thats great choice ryan lets go to the demon table,1,https://www.youtube.com/watch?v=IF79TH-Kar0&t=384.89s,387.55,No,juice thats great choice ryan lets go to the dinner table,,dinner
46,523,demon,also have this bright red Corvette wow this is like a speed demon on the road do you have one of those nope,also have this bright red corvette wow this is like a speed demon on the road do you have one of those nope,1,https://www.youtube.com/watch?v=_f6n8nF4LLw&t=126.659s,127.95,Yes,also have this bright red corvette wow this is like a speed demon on the road do you have one of those nope,,
47,524,demon,speed demon so I love,speed demon so i love,1,https://www.youtube.com/watch?v=RW0zrm4opGc&t=287.83s,288.75,Yes,speed demon so i love,,
48,601,dope,thinks hes done good idea,thinks hes dope good idea,1,https://www.youtube.com/watch?v=87zUxREKIeo&t=440.0s,441.83,No,thinks hes done good idea,,done
49,691,drunk,maybe you can dig something out of your tummy trunk thats,maybe you can dig something out of your tummy drunk thats,1,https://www.youtube.com/watch?v=Vhxv5Vj70No&t=1856.399s,1857.15,No,maybe you can dig something out of your tummy trunk thats,,trunk
50,695,drunk,maybe you can dig something out of your tummy trunk thats,maybe you can dig something out of your tummy drunk thats,1,https://www.youtube.com/watch?v=5wu-8KGGSZw&t=1856.72s,1857.44,No,maybe you can dig something out of your tummy trunk thats,,trunk
51,841,fuck,duck pulls away here comes arthur mr conductor tries as hard as duck gets a little bit of boost but its not enough,duck pulls away here comes arthur mr conductor tries as hard as fuck gets a little bit of boost but its not enough,1,https://www.youtube.com/watch?v=-qbtkxkJY3Y&t=721.84s,723.64,No,duck pulls away here comes arthur mr conductor tries as hard as duck gets a little bit of boost but its not enough,,duck
52,1365,heroin,maybe i could be a hero you mean a heroine yes,maybe i could be a hero you mean a heroin yes,1,https://www.youtube.com/watch?v=9c8hmzuh-fE&t=93.92s,97.23,No,maybe i could be a hero you mean a heroine yes,,heroine
53,1367,heroin,maybe i could be a hero you mean a heroine yes emma the mighty oh me,maybe i could be a hero you mean a heroin yes emma the mighty oh me,1,https://www.youtube.com/watch?v=Z85gwsYlPqg&t=2082.0s,2084.33,No,maybe i could be a hero you mean a heroine yes emma the mighty oh me,,heroine
54,1368,heroin,monsters that seems pretty heroic hey im really fast maybe i could be a hero you mean a heroine yes emma,monsters that seems pretty heroic hey im really fast maybe i could be a hero you mean a heroin yes emma,1,https://www.youtube.com/watch?v=zEGTw8UBWfE&t=1375.52s,1377.94,No,monsters that seems pretty heroic hey im really fast maybe i could be a hero you mean a heroine yes emma,,heroine
55,1681,kink,worked this pink out ooh,worked this kink out ooh,1,https://www.youtube.com/watch?v=0zBXDbJ6n20&t=666.73s,669.03,No,worked this thing out ooh,,thing
56,1684,kink,little pink octopus wonder how many legs it has has,little kink octopus wonder how many legs it has has,1,https://www.youtube.com/watch?v=ctzrrcED3hQ&t=145.959s,148.06,No,little pink octopus wonder how many legs it has has,,pink
57,1685,kink,little pink octopus wonder how many legs it has has,little kink octopus wonder how many legs it has has,1,https://www.youtube.com/watch?v=SDV7vAvAYqc&t=427.349s,429.32,No,little pink octopus wonder how many legs it has has,,pink
58,1686,kink,had in his pink gumballs and they were all the little paw patrol pup next,had in his kink gumballs and they were all the little paw patrol pup next,1,https://www.youtube.com/watch?v=tAuxLbWDF18&t=221.349s,224.26,No,had in his pink gumballs and they were all the little paw patrol pup next,,pink
59,1687,kink,drag strip with lightning and the king now these minis came out years ago but you can still probably find,drag strip with lightning and the kink now these minis came out years ago but you can still probably find,1,https://www.youtube.com/watch?v=ceLl1-to1no&t=318.39s,321.39,,,,
60,1740,naked,pink its not hes naked okay its gonna turn into brown,pink its not his naked okay its gonna turn into brown,1,https://www.youtube.com/watch?v=4MCEFJVYS_I&t=2231.52s,2234.7,Yes,pink its not his naked okay its gonna turn into brown,,
61,1783,penis,everything but I do like the penis of it and then of course the yellow right there hey thanks for watching dont forget,everything but i do like the penis of it and then of course the yellow right there hey thanks for watching dont forget,1,https://www.youtube.com/watch?v=Cl3lXnwsaYQ&t=649.0s,650.21,,,,
62,1860,rape,can rake them into a pile,can rape them into a pile,1,https://www.youtube.com/watch?v=4NE6PJUDIMQ&t=41.48s,42.32,No,can rake them into a pile,,rake
63,2090,shit,will have the same shirt as,will have the same shit as,1,https://www.youtube.com/watch?v=rWIa33Ei8no&t=55.14s,58.71,No,will have the same shirt as,,shirt
64,2092,shit,dont you sit right here in my lap and tell me what you want for,dont you shit right here in my lap and tell me what you want for,1,https://www.youtube.com/watch?v=KVgeFrEgT_4&t=43.5s,44.92,No,dont you sit right here in my lap and tell me what you want for,,sit
65,2284,tramp,standing on a Tramp door,standing on a tramp door,1,https://www.youtube.com/watch?v=XtSUt3qN9EM&t=328.93s,331.07,,,,
66,2294,virgin,superhero virgin this is Ryan transforming,superhero virgin this is ryan transforming,1,https://www.youtube.com/watch?v=68U6UXbWWLo&t=499.1s,502.67,No,superhero version this is ryan transforming,,version
67,2297,virgin,superhero virgin this is Ryan transforming,superhero virgin this is ryan transforming,1,https://www.youtube.com/watch?v=GlZZSE58c-A&t=501.639s,503.21,No,superhero version this is ryan transforming,,version
68,76,ass,can you say ah nice now,can you say ass nice now,2,https://www.youtube.com/watch?v=WqjFk-ArpKw&t=255.98s,259.43,No,can you say ah nice now,,ah
69,205,bitch,wanted to find out what a beach ball would,wanted to find out what a bitch ball would,2,https://www.youtube.com/watch?v=3gt6cHooI6M&t=640.56s,642.75,No,wanted to find out what a beach ball would,,beach
70,216,bitch,glasses so you can see that and then here we have his sandals his sandals are completely made out of plastic they are orange and they have the same flames at the top and then we have a little beach towel that came with him and what is really cool about this towel is a motif which,glasses so you can see that and then here we have his sandals his sandals are completely made out of plastic they are orange and they have the same flames at the top and then we have a little bitch towel that came with him and what is really cool about this towel is a motif which,2,https://www.youtube.com/watch?v=uRMiQQHNED8&t=123.18s,125.31,No,glasses so you can see that and then here we have his sandals his sandals are completely made out of plastic they are orange and they have the same flames at the top and then we have a little beach towel that came with him and what is really cool about this towel is a motif which,,beach
71,217,bitch,a bench cant catch me,a bitch cant catch me,2,https://www.youtube.com/watch?v=6ESqMYqgrgc&t=190.12s,194.65,,,,
72,221,bitches,helping out thank you so much for putting on my burning benches you guys saved my life no problem,helping out thank you so much for putting on my burning bitches you guys saved my life no problem,2,https://www.youtube.com/watch?v=OOSm7R35pOM&t=327.82s,329.45,No,helping out thank you so much for putting on my burning benches you guys saved my life no problem,,benches
73,311,cock,right here and i am going to make another hole at the at the bottom of it inside of the circle here but ill make that after i do the con so im going to cut around the perimeter of my template so that i can cut off the figure that,right here and i am going to make another hole at the at the bottom of it inside of the circle here but ill make that after i do the cock so im going to cut around the perimeter of my template so that i can cut off the figure that,2,https://www.youtube.com/watch?v=5ETof66xaYM&t=123.86s,125.38,No,right here and i am going to make another hole at the at the bottom of it inside of the circle here but ill make that after i do the cut so im going to cut around the perimeter of my template so that i can cut off the figure that,,cut
74,336,crap,my sand castle little crab When summer ends fall cools things down,my sand castle little crap when summer ends fall cools things down,2,https://www.youtube.com/watch?v=DcaywqzIXJU&t=48.16s,51.45,No,my sand castle little craft when summer ends fall cools things down,,craft
75,344,crap,grab the smelly carrot from the bottom of the crack she held it out to him and he was gone in a flash,grab the smelly carrot from the bottom of the crap she held it out to him and he was gone in a flash,2,https://www.youtube.com/watch?v=Xnyq6R-0pqg&t=292.069s,295.36,No,grab the smelly carrot from the bottom of the trash she held it out to him and he was gone in a flash,,trash
76,377,crap,this cram and Ill see you,this crap and ill see you,2,https://www.youtube.com/watch?v=qShQTQgXA2w&t=240.41s,250.26,No,this craft and ill see you,,craft
77,382,crap,away after you make them and there are a lot of fun so lets get started for this craft you will need a bowl sugar a spoon or a cough,away after you make them and there are a lot of fun so lets get started for this crap you will need a bowl sugar a spoon or a cough,2,https://www.youtube.com/watch?v=ynvLQjhvk2Q&t=24.21s,26.87,No,away after you make them and there are a lot of fun so lets get started for this craft you will need a bowl sugar a spoon or a cup,,craft
78,386,crap,much that he backed away running right into his crash ship which made him fall over it was game over for the alien,much that he backed away running right into his crap ship which made him fall over it was game over for the alien,2,https://www.youtube.com/watch?v=dtxn_uRCakw&t=256.85s,259.03,,,,
79,522,demon,blowing in the wind wow you are like a speed demon out there so what do you think about this car are you ready to make a purchase,blowing in the wind wow you were like a speed demon out there so what do you think about this car are you ready to make a purchase,2,https://www.youtube.com/watch?v=0zBXDbJ6n20&t=487.46s,489.68,Yes,blowing in the wind wow you were like a speed demon out there so what do you think about this car are you ready to make a purchase,,
80,550,dick,dips and stuff you can see the dip on the glass on the other side so there it is super easy how to make a sugar stained glass and of course,dips and stuff you can see the dick on the glass on the other side so there it is super easy how to make a sugar stained glass and of course,2,https://www.youtube.com/watch?v=5bNVg_xabHE&t=562.63s,565.12,No,dent and stuff you can see the dent on the glass on the other side so there it is super easy how to make a sugar stained glass and of course,,dent
81,564,dick,bored dick okay Alex you Alex you what would,bored dick okay alex you alex you what would,2,https://www.youtube.com/watch?v=48Puh9Tk2Vg&t=166.51s,170.6,,,,
82,696,drunk,together with this monster truck on your mark get set,together with this monster drunk on your mark get set,2,https://www.youtube.com/watch?v=z2CypYkkLQc&t=46.3s,50.29,No,together with this monster trunk on your mark get set,,trunk
83,926,fuck,im so full who else do we have here,im so fuck who else do we have here,2,https://www.youtube.com/watch?v=Uca3RJmkWLQ&t=197.28s,202.5,No,im so full who else do we have here,,full
84,930,fuck,good look at all the fun colors look at all of these colors that we have it looks like we have orange and yellow blue and purple we have pink,good look at all the fuck colors look at all of these colors that we have it looks like we have orange and yellow blue and purple we have pink,2,https://www.youtube.com/watch?v=YP1mGJVfUVA&t=331.909s,333.3,No,good look at all the fun colors look at all of these colors that we have it looks like we have orange and yellow blue and purple we have pink,,fun
85,1128,fucks,anybody help me theres two more bunks this homemade,anybody help me theres two more fucks this homemade,2,https://www.youtube.com/watch?v=FrIV9zt80qc&t=316.56s,317.49,No,anybody help me theres two more bugs this homemade,,bugs
86,1671,kills,bagpipes whiskey and kilts Wales sheep rugby and singing,bagpipes whiskey and kills wales sheep rugby and singing,2,https://www.youtube.com/watch?v=yH5yah2HJLo&t=224.99s,230.07,No,bagpipes whiskey and kilts sheep rugby and singing,,
87,1787,pimp,whats this a jumpy pit my favorite thats right,whats this a jumpy pimp my favorite thats right,2,https://www.youtube.com/watch?v=Jn_ig8SlXwY&t=212.13s,213.41,,,,
88,1792,piss,childs pose into a downward hulk where you just you lift up your legs,childs piss into a downward hulk where you just you lift up your legs,2,https://www.youtube.com/watch?v=aINrJ1DwM_E&t=1807.44s,1808.74,No,childs pose into a downward hulk where you just you lift up your legs,,pose
89,1813,pooping,one of those cute nonpopping virtual pets,one of those cute non pooping virtual pets,2,https://www.youtube.com/watch?v=mbctjOp24kc&t=40.4s,42.02,Yes,one of those cute non pooping virtual pets,,
90,1863,rape,and dried up all the rain so,and dried up all the rape so,2,https://www.youtube.com/watch?v=-uSm6z5HSnQ&t=96.41s,97.15,No,and dried up all the rain so,,rain
91,1964,shit,my shed again no not that anything but that not that no one will let me sleep but,my shit again no not that anything but that not that no one will let me sleep but,2,https://www.youtube.com/watch?v=ejJ4ed6m9Cc&t=370.69s,371.87,No,my shed again no not that anything but that not that no one will let me sleep but,,shed
92,1973,shit,my shed again no not that anything but that not that,my shit again no not that anything but that not that,2,https://www.youtube.com/watch?v=h0lBW72EMc0&t=1423.82s,1425.65,No,my shed again no not that anything but that not that,,shed
93,1991,shit,rips the shed apart,rips the shit apart,2,https://www.youtube.com/watch?v=6_ofpRPZM2Q&t=20.73s,23.05,No,rips the shed apart,,shed
94,2060,shit,toys thank you guys for helping me find combo remember oh shes happy and rise up by,toys thank you guys for helping me find combo remember oh shit happy and rise up by,2,https://www.youtube.com/watch?v=Uh0bTbrz_B0&t=339.46s,342.5,No,toys thank you guys for helping me find combo remember oh shes happy and rise up by,,she's
95,2065,shit,headed back to his shed she was upset all those other engines were taking advantage,headed back to his shit she was upset all those other engines were taking advantage,2,https://www.youtube.com/watch?v=8hTaS1ijeRI&t=457.11s,458.79,No,headed back to his shed she was upset all those other engines were taking advantage,,shed
96,2115,shit,youre here So why dont you sit right here in my lap and tell,youre here so why dont you shit right here in my lap and tell,2,https://www.youtube.com/watch?v=16NSvfwrEss&t=480.42s,482.23,No,youre here so why dont you sit right here in my lap and tell,,sit
97,2128,shit,skin that he shed is the same skin really yeah its just a bit older,skin that he shit is the same skin really yeah its just a bit older,2,https://www.youtube.com/watch?v=mvaz-qGoyx4&t=392.04s,392.64,No,skin that he shed is the same skin really yeah its just a bit older,,shed
98,2232,slut,edge of like a sled or something so this is pretty cool,edge of like a slut or something so this is pretty cool,2,https://www.youtube.com/watch?v=0N79R4Mo7IE&t=773.04s,776.21,,,,
99,37,ass,for surprises guys ive been digging and look i think,for surprise ass guys ive been digging and look i think,3,https://www.youtube.com/watch?v=xTxF7tgtR7I&t=286.0s,289.09,No,for surprises guys ive been digging and look i think,,
100,149,bitch,next to the fish youre holding your breath,next to the bitch youre holding your breath,3,https://www.youtube.com/watch?v=EBj74R-fZz8&t=180.879s,182.73,No,next to the fish youre holding your breath,,fish
101,239,booty,ice cream oops bandit has backed into otis otis looks mad,ice cream booty bandit has backed into otis otis looks mad,3,https://www.youtube.com/watch?v=-DFQDsZK-P4&t=474.879s,478.47,No,ice cream oops bandit has backed into otis otis looks mad,,oops
102,250,booty,theyre all fed up with bandit being a bully theres otis the police car enjoying an ice cream oops bandit has backed into otis otis looks mad,theyre all fed up with bandit being a bully theres otis the police car enjoying an ice cream booty bandit has backed into otis otis looks mad,3,https://www.youtube.com/watch?v=a0o3A-RTZq4&t=233.36s,236.94,,,,
103,258,booty,all fed up with bandit being a bully theres otis the police car enjoying an ice cream oops bandit has backed into otis otis looks mad,all fed up with bandit being a bully theres otis the police car enjoying an ice cream booty bandit has backed into otis otis looks mad,3,https://www.youtube.com/watch?v=fgkE6kxyp2I&t=937.04s,940.57,,,,
104,266,bugger,touchy trolls its me tootsie pop your favorite vlogger remember to like and subscribe to my channel at,touchy trolls its me tootsie pop your favorite bugger remember to like and subscribe to my channel at,3,https://www.youtube.com/watch?v=C2DIJRsuVMM&t=120.399s,125.31,No,touchy trolls its me tootsie pop your favorite vlogger remember to like and subscribe to my channel at,,vlogger
105,363,crap,theres a little bit crap what it looks like theres a red fire truck,theres a little bit crap put it looks like theres a red fire truck,3,https://www.youtube.com/watch?v=4GpYODZCXxk&t=192.1s,196.95,No,theres a little red crab what it looks like theres a red fire truck,,crab
106,370,crap,camera for this crap i will be using a template that you can download from simple kids crafts,camera for this crap ill be using a template that you can download from simple kids crafts,3,https://www.youtube.com/watch?v=Ux3nTq9miPY&t=11.73s,18.01,No,camera for this craft ill be using a template that you can download from simple kids crafts,Asian,craft
107,372,crap,desired shape and here are our fabric bundles now to the next craft Im going to take a little piece of,desired shape and here are our fabric bundles now to the next crap im going to take a little piece of,3,https://www.youtube.com/watch?v=VW74XjCxz8g&t=66.54s,69.97,No,desired shape and here are our fabric bundles now to the next craft Im going to take a little piece of,Asian,craft
108,378,crap,for this crap I will be using felt or fabric,for this crap ill be using felt or fabric,3,https://www.youtube.com/watch?v=UkUy4aTIS1o&t=15.36s,19.38,Almost (Sounded like but not indended),for this craft I will be using felt or fabric,Asian,craft
109,381,crap,have so much fun developing this particular craft I made a variety of crafts using this technique,have so much fun developing this particular crap i made a variety of crafts using this technique,3,https://www.youtube.com/watch?v=SCvmSJcGO90&t=98.31s,99.89,No,have so much fun developing this particular craft I made a variety of crafts using this technique,Asian,craft
110,567,dick,remember tonight youre not robin youre dick grayson,remember tonight youre not robbing your dick grayson,3,https://www.youtube.com/watch?v=hUoDsBkw7KU&t=22.96s,24.33,,,,
111,587,dong,doorbell rang Ding dong And I went to answer,doorbell rang ding dong and i went to answer,3,https://www.youtube.com/watch?v=sTziMz8ukSg&t=56.326s,60.66,Yes,doorbell rang ding dong and i went to answer,Asian,
